budget,popularity,revenue,runtime,vote_count,vote_average,Threshold
92000000,65.402595,304654182,98,3493,5.2,1
90000000,16.302378,182290266,99,466,5.2,1
90000000,19.836124,0,104,376,5.2,1
80000000,19.375768,91188905,113,369,5.2,1
80000000,41.890722,233093859,104,1043,5.2,1
80000000,11.187696,201584141,80,220,5.2,1
85000000,18.335992,0,90,438,5.2,1
80000000,10.088006,126546518,87,133,5.2,1
90000000,11.356079,69131860,92,305,5.2,1
130000000,50.561849,117831631,105,1267,5.2,1
70000000,14.780634,67112664,111,304,5.2,1
70000000,13.267631,33561137,97,269,5.2,1
55000000,4.700024,11466088,100,62,5.2,1
55000000,22.503935,9489829,92,481,5.2,1
50000000,17.667826,200804534,80,820,5.2,1
60000000,9.225166,0,99,193,5.2,1
49900000,21.408222,26121638,102,501,5.2,1
50000000,8.189406,9851610,95,44,5.2,1
40000000,98.755657,571006128,125,3254,5.2,1
40000000,3.296933,27053815,104,56,5.2,1
0,1.630541,0,115,21,5.2,1
37000000,29.652536,26250020,105,692,5.2,1
37000000,6.293217,63800345,81,99,5.2,1
35000000,13.707843,92219310,88,210,5.2,1
35000000,14.503568,69307224,91,253,5.2,1
0,6.74556,0,80,242,5.2,1
35000000,25.903237,85416905,100,613,5.2,1
35000000,14.051852,19478106,76,235,5.2,1
35000000,6.246199,22034832,111,112,5.2,1
25000000,2.77255,17193231,98,47,5.2,1
25000000,8.31653,6673422,104,127,5.2,1
26000000,31.250383,183293131,91,788,5.2,1
26000000,30.981604,67918658,100,629,5.2,1
26000000,10.925618,28818995,100,144,5.2,1
25000000,7.001176,19829957,107,147,5.2,1
25000000,10.115011,51702483,100,101,5.2,1
25000000,25.002715,72629670,96,559,5.2,1
22000000,12.445176,9479718,105,192,5.2,1
32000000,13.590677,97918663,95,221,5.2,1
20000000,13.906944,39143839,102,283,5.2,1
20000000,15.804814,37597471,97,288,5.2,1
17000000,14.18136,0,94,297,5.2,1
17000000,9.349386,374743,144,153,5.2,1
15000000,17.141376,0,89,351,5.2,1
15000000,17.672021,15608545,96,358,5.2,1
15000000,1.897761,0,107,5,5.2,1
14000000,0.900442,2474000,139,10,5.2,1
13000000,25.316146,73180723,83,509,5.2,1
12000000,2.695896,0,110,28,5.2,1
0,18.764453,0,98,302,5.2,1
0,0.12082,0,135,29,5.2,1
0,2.580808,0,123,13,5.2,1
0,3.891186,0,76,27,5.2,1
8000000,13.987772,29010817,97,99,5.2,1
0,1.265683,0,99,16,5.2,1
0,1.71729,0,112,13,5.2,1
7,0.050456,7,82,6,5.2,1
5000000,8.008844,11642254,96,183,5.2,1
6000000,4.957014,0,90,73,5.2,1
5000000,20.326337,142817992,95,563,5.2,1
5000000,19.984477,86362372,84,449,5.2,1
0,3.810827,0,96,42,5.2,1
0,3.562563,0,90,18,5.2,1
4000000,40.016306,187112,95,593,5.2,1
4000000,2.866934,0,106,9,5.2,1
0,6.783053,0,93,13,5.2,1
4000000,1.923514,0,0,20,5.2,1
3500000,1.348114,0,98,10,5.2,1
0,3.107149,0,98,38,5.2,1
3000000,1.569246,0,101,17,5.2,1
0,1.75311,0,94,34,5.2,1
3000000,2.680629,0,85,18,5.2,1
2600000,3.687574,0,97,38,5.2,1
0,0.262135,0,102,15,5.2,1
2000000,11.66632,13101672,85,125,5.2,1
0,7.359286,0,94,210,5.2,1
13500000,5.16023,187674,129,32,5.2,1
2000000,9.68793,0,98,84,5.2,1
7000000,4.50829,0,88,46,5.2,1
3150000,8.039223,0,100,97,5.2,1
1000000,0.340019,0,104,7,5.2,1
0,0.339757,0,95,9,5.2,1
750000,1.471139,0,80,16,5.2,1
0,0.251828,0,94,3,5.2,1
0,0.065155,0,103,10,5.2,1
0,8.302951,0,88,40,5.2,1
0,7.052422,0,82,58,5.2,1
175000000,27.082182,173000000,96,1151,5.3,1
144000000,66.21806,229147509,116,2142,5.3,1
140000000,56.257249,150680864,127,1277,5.3,1
137000000,34.981698,245360480,138,1533,5.3,1
100000000,19.38841,68688831,102,381,5.3,1
100000000,29.608322,94061311,125,621,5.3,1
80000000,19.500893,163733697,88,331,5.3,1
80000000,11.50396,177977226,93,695,5.3,1
80000000,27.46264,169852759,102,498,5.3,1
8000000,0.719996,0,89,9,5.3,1
75000000,20.219385,42285169,110,409,5.3,1
68000000,26.792794,75715436,136,567,5.3,1
64000000,4.137237,74608570,133,63,5.3,1
64000000,12.421504,101595121,98,261,5.3,1
70000000,26.676487,171844840,113,588,5.3,1
60000000,37.537093,165333180,92,779,5.3,1
0,21.549232,0,98,483,5.3,1
0,19.998581,0,115,425,5.3,1
30000000,14.376463,25473093,105,274,5.3,1
68000000,39.395881,68267862,98,881,5.3,1
50000000,20.58862,60209334,107,284,5.3,1
55000000,12.669778,6416302,96,123,5.3,1
51000000,10.430832,72779000,90,225,5.3,1
50000000,30.387148,28931401,105,600,5.3,1
45000000,13.707183,57881056,86,244,5.3,1
43000000,18.65632,68696770,84,280,5.3,1
40000000,19.438503,36893721,91,388,5.3,1
0,5.794466,0,100,125,5.3,1
41000000,14.653718,0,88,281,5.3,1
45000000,32.549282,178262620,83,750,5.3,1
40000000,72.641296,126069509,97,1695,5.3,1
0,6.786117,0,102,140,5.3,1
39000000,22.164202,75850624,125,490,5.3,1
38000000,24.085144,119723358,100,521,5.3,1
30000000,25.825771,55583804,107,511,5.3,1
36500000,2.785832,21834845,115,23,5.3,1
0,3.457194,0,95,71,5.3,1
30000000,9.780588,0,93,191,5.3,1
40000000,14.818718,12206028,101,220,5.3,1
70000000,3.276912,11263966,101,29,5.3,1
34000000,1.656695,0,114,18,5.3,1
50000000,12.601306,79958599,101,110,5.3,1
35000000,20.908494,24159934,98,394,5.3,1
33000000,13.655735,0,99,185,5.3,1
32000000,15.901137,83615414,107,313,5.3,1
30000000,26.9385,27437881,100,724,5.3,1
19000000,8.584398,69631118,95,214,5.3,1
25530000,4.475007,20080020,95,84,5.3,1
25000000,7.946769,10070000,105,25,5.3,1
24000000,23.343839,83188165,88,581,5.3,1
22000000,6.404571,0,98,72,5.3,1
20000000,26.497025,47241945,92,465,5.3,1
35000000,27.724913,68349884,91,531,5.3,1
9000000,4.34503,27105095,100,155,5.3,1
20000000,12.300789,39300000,88,124,5.3,1
20000000,5.596835,17432163,101,83,5.3,1
12000000,29.072964,15008161,107,631,5.3,1
0,27.215666,17671101,106,585,5.3,1
20000000,14.182301,0,83,68,5.3,1
18000000,18.47518,101564935,95,404,5.3,1
0,2.525569,0,90,11,5.3,1
16000000,11.807269,40492759,91,224,5.3,1
15000000,10.484642,30102717,110,215,5.3,1
16000000,32.257414,31556061,100,837,5.3,1
20000000,9.455596,13854000,108,131,5.3,1
0,0.212108,0,99,3,5.3,1
15000000,4.302941,0,109,42,5.3,1
0,2.857936,0,97,31,5.3,1
15000000,13.706357,100734718,101,299,5.3,1
0,7.436315,0,83,142,5.3,1
14000000,4.66723,10424470,86,73,5.3,1
0,1.714972,33082548,90,34,5.3,1
0,1.20245,13960203,93,8,5.3,1
12000000,0.700792,12902790,100,11,5.3,1
0,2.303865,0,103,22,5.3,1
11000000,10.016909,0,106,149,5.3,1
12000000,9.559737,38368909,103,153,5.3,1
0,4.192064,0,107,49,5.3,1
0,5.842299,0,89,101,5.3,1
10000000,12.067921,0,95,145,5.3,1
0,1.031142,0,100,3,5.3,1
0,8.864368,0,85,180,5.3,1
134005,2.260315,1332231,104,22,5.3,1
0,0.371337,0,134,2,5.3,1
7000000,2.453459,10229331,93,26,5.3,1
5000000,1.398981,0,88,11,5.3,1
3500000,3.158056,0,92,37,5.3,1
3000000,11.241802,23144499,98,106,5.3,1
0,2.747402,0,84,36,5.3,1
3000000,20.95282,11947954,87,444,5.3,1
0,12.036888,0,84,171,5.3,1
2800000,9.070842,19170001,88,192,5.3,1
0,1.73892,0,86,22,5.3,1
0,1.791331,0,96,39,5.3,1
0,6.632891,0,86,124,5.3,1
0,3.613577,0,107,36,5.3,1
2000000,1.699101,841733,109,14,5.3,1
0,6.833164,0,113,33,5.3,1
2000000,1.193219,0,101,6,5.3,1
1250000,4.45544,3412497,88,62,5.3,1
0,1.284741,0,94,3,5.3,1
930000,5.974156,30905,100,66,5.3,1
700000,2.659006,0,87,26,5.3,1
0,0.665512,0,95,4,5.3,1
0,0.045429,0,0,4,5.3,1
270000000,57.925623,391081192,154,1400,5.4,1
130000000,59.325589,371876278,110,3025,5.4,1
130000000,39.448066,61648500,96,1260,5.4,1
130000000,60.810723,289047763,92,2589,5.4,1
120000000,27.990284,169956806,78,613,5.4,1
100000000,32.389353,310650585,98,1060,5.4,1
90000000,19.224754,102000000,93,334,5.4,1
100000000,18.325897,288347692,146,426,5.4,1
90000000,3.593349,16178959,110,50,5.4,1
60000000,29.211255,74208267,136,516,5.4,1
84000000,31.435539,275650703,88,820,5.4,1
75000000,23.473004,342695435,87,484,5.4,1
80000000,11.22268,19480739,116,318,5.4,1
80000000,13.800656,33463969,106,267,5.4,1
53000000,18.61472,95226116,118,292,5.4,1
70000000,21.789615,111231041,112,444,5.4,1
71000000,21.462935,294456605,85,686,5.4,1
75000000,29.412262,443140005,88,666,5.4,1
70000000,14.086292,65977295,116,228,5.4,1
60000000,10.004564,35431113,103,222,5.4,1
36000000,27.11589,83160734,105,611,5.4,1
65000000,16.803457,17218080,100,269,5.4,1
60000000,28.350927,78309131,87,692,5.4,1
60000000,52.417529,30418560,106,1055,5.4,1
54000000,20.28119,128769345,95,702,5.4,1
55000000,22.573237,0,92,496,5.4,1
0,10.449975,33472850,91,251,5.4,1
62000000,29.954302,52304001,93,703,5.4,1
54000000,18.600367,130431368,108,407,5.4,1
75000000,8.41856,54249294,89,113,5.4,1
0,6.162872,5761917,124,81,5.4,1
50000000,32.233713,161451538,110,632,5.4,1
40000000,6.004422,0,100,120,5.4,1
60000000,2.275331,0,105,37,5.4,1
45000000,35.376971,141220678,83,982,5.4,1
70000000,27.568194,72108608,101,676,5.4,1
40000000,6.420434,70100000,117,134,5.4,1
42000000,16.122168,0,83,518,5.4,1
40000000,67.767785,169837010,110,1127,5.4,1
40000000,17.61292,138259062,99,371,5.4,1
40000000,32.478077,186167139,82,831,5.4,1
40000000,14.398356,0,95,415,5.4,1
40000000,15.283444,41863726,95,284,5.4,1
25000000,8.178203,48063435,108,138,5.4,1
40000000,13.445697,62771059,99,205,5.4,1
40000000,4.238482,0,94,15,5.4,1
0,5.641978,0,110,19,5.4,1
42000000,11.470135,32168970,124,173,5.4,1
35000000,11.644243,45479110,101,239,5.4,1
35000000,18.262017,51680201,87,647,5.4,1
75000000,20.697556,19598588,109,254,5.4,1
35000000,17.932561,0,106,240,5.4,1
32000000,3.379454,0,110,44,5.4,1
30000000,5.301589,24048000,106,163,5.4,1
0,17.834976,0,99,295,5.4,1
0,3.226243,0,100,44,5.4,1
0,3.71305,3102550,80,29,5.4,1
30000000,48.0343,0,92,656,5.4,1
0,22.644275,181466833,93,500,5.4,1
25000000,5.625632,36351350,105,115,5.4,1
25000000,19.428994,34942188,81,325,5.4,1
25000000,14.562197,36993168,99,341,5.4,1
26000000,10.006282,0,90,66,5.4,1
30000000,21.606001,33333531,115,597,5.4,1
25000000,15.333575,1397284,98,285,5.4,1
0,0.515677,0,120,15,5.4,1
22000000,12.887673,19351569,90,154,5.4,1
30000000,9.448517,23619609,106,201,5.4,1
20000000,8.351385,132675402,105,183,5.4,1
18000000,16.470895,122195920,101,442,5.4,1
0,7.924428,0,101,167,5.4,1
20000000,17.145287,36620508,101,220,5.4,1
20000000,7.553773,0,98,62,5.4,1
0,6.925645,12382362,83,133,5.4,1
20000000,7.716606,5210988,111,126,5.4,1
10000000,11.267676,3727746,122,156,5.4,1
20000000,33.625477,0,96,404,5.4,1
20000000,28.497242,216197492,92,1584,5.4,1
0,20.392858,0,91,440,5.4,1
17000000,9.191187,24000000,107,167,5.4,1
0,2.64486,0,116,18,5.4,1
16000000,9.119797,20627372,94,103,5.4,1
16000000,3.021835,15427192,96,43,5.4,1
15000000,4.688212,66966987,87,268,5.4,1
0,3.313257,0,96,48,5.4,1
0,12.295216,0,98,87,5.4,1
13000000,17.632446,18000000,107,304,5.4,1
12500000,8.780512,27206120,101,177,5.4,1
12000000,8.61659,54000000,102,25,5.4,1
12000000,1.081822,17292381,86,33,5.4,1
14000000,9.371811,6413915,86,60,5.4,1
10000000,10.125029,32101000,108,197,5.4,1
10000000,26.090495,52882018,97,581,5.4,1
10000000,3.352702,0,90,58,5.4,1
0,4.725357,0,112,41,5.4,1
10000000,3.988432,1631839,101,24,5.4,1
3200000,2.631688,0,90,59,5.4,1
0,7.245108,0,94,130,5.4,1
0,5.0005,0,90,33,5.4,1
6000000,3.89204,12000000,98,32,5.4,1
0,9.371534,0,89,77,5.4,1
0,1.734764,0,103,29,5.4,1
0,1.496454,0,87,21,5.4,1
5500000,3.21392,0,100,31,5.4,1
0,0.075817,0,130,7,5.4,1
0,1.88484,0,77,22,5.4,1
0,7.544515,0,105,63,5.4,1
5000000,0.835617,12200000,139,8,5.4,1
5000000,3.943706,4842699,121,40,5.4,1
4500000,14.570359,3606395,104,251,5.4,1
0,18.428909,0,87,346,5.4,1
0,3.347885,0,94,11,5.4,1
0,0.593068,0,93,8,5.4,1
0,3.115754,0,81,43,5.4,1
0,0.015597,0,105,4,5.4,1
0,5.016607,0,95,39,5.4,1
0,2.015525,0,96,32,5.4,1
2000000,15.351412,5364858,95,190,5.4,1
2500000,18.661541,60141683,86,516,5.4,1
0,2.025701,0,90,12,5.4,1
0,5.099368,0,98,40,5.4,1
1455000,3.598457,2620000,113,12,5.4,1
1000000,4.86805,2057193,84,24,5.4,1
1000000,1.50211,0,97,25,5.4,1
0,1.255771,0,99,8,5.4,1
750000,14.386807,78396,102,219,5.4,1
130000,15.611857,54667954,79,315,5.4,1
209000000,64.928382,303025485,131,2114,5.5,1
195000000,43.349855,197687603,114,2598,5.5,1
180000000,42.741719,356743061,109,2430,5.5,1
160000000,21.133748,181674817,99,583,5.5,1
150000000,44.927635,301000000,99,1431,5.5,1
150000000,21.214571,0,102,549,5.5,1
150000000,12.362599,38992758,88,199,5.5,1
70000000,35.601665,195735876,115,841,5.5,1
120000000,31.703608,227817248,119,1251,5.5,1
110000000,36.65422,563749323,103,1179,5.5,1
105000000,32.473628,347434178,105,695,5.5,1
100000000,20.652943,211989043,121,482,5.5,1
105000000,33.507289,133718711,114,783,5.5,1
90000000,40.597344,201596308,113,1048,5.5,1
95000000,56.811056,156505388,117,1418,5.5,1
85000000,18.827753,78382433,108,427,5.5,1
85000000,48.126297,183018522,106,1114,5.5,1
70000000,42.957216,171183863,101,1217,5.5,1
70000000,49.199234,202466756,116,1448,5.5,1
70000000,10.930537,19870567,97,179,5.5,1
69000000,11.023691,86387857,114,531,5.5,1
69000000,38.634767,112265139,94,1269,5.5,1
65000000,14.646884,172855065,104,297,5.5,1
63000000,16.791058,183953723,95,331,5.5,1
60000000,22.501041,129832389,89,575,5.5,1
70000000,21.723897,58058367,116,453,5.5,1
57000000,9.061866,62112895,131,145,5.5,1
60000000,47.336034,361366633,92,1177,5.5,1
46000000,19.643365,107196498,99,308,5.5,1
50000000,18.806031,88715192,97,399,5.5,1
50000000,23.935053,106303988,98,509,5.5,1
50000000,20.333953,119208989,104,434,5.5,1
50000000,7.44268,10382407,135,108,5.5,1
0,10.698929,0,102,252,5.5,1
45000000,16.582709,170362582,110,313,5.5,1
50000000,20.239061,55181129,88,366,5.5,1
45000000,11.120344,0,117,154,5.5,1
40000000,33.747825,136000000,110,858,5.5,1
44000000,3.937352,0,118,89,5.5,1
40000000,15.055732,0,102,275,5.5,1
0,10.0403,0,91,185,5.5,1
40000000,16.424807,28169671,109,348,5.5,1
40000000,26.935458,13644292,115,392,5.5,1
0,5.417787,0,90,94,5.5,1
38000000,5.257009,0,99,40,5.5,1
35000000,21.543389,147934180,88,867,5.5,1
35000000,3.74263,68915888,105,225,5.5,1
35000000,23.607071,113374103,108,453,5.5,1
40000000,17.157738,68766121,113,677,5.5,1
30000000,25.454549,68369434,104,523,5.5,1
35000000,27.903999,17508518,110,555,5.5,1
0,18.568021,0,85,319,5.5,1
40000000,14.729386,26155781,98,278,5.5,1
26000000,23.227877,0,104,671,5.5,1
30000000,22.975918,62616646,91,543,5.5,1
0,8.010046,0,93,90,5.5,1
29000000,20.55509,78636257,91,431,5.5,1
35000000,14.949395,94728529,103,427,5.5,1
27000000,13.308127,101646581,99,282,5.5,1
28000000,14.639324,45236543,94,345,5.5,1
28000000,1.767479,8345056,86,46,5.5,1
28000000,28.397048,16374328,108,640,5.5,1
27000000,11.678561,56870414,82,247,5.5,1
27000000,8.715822,13000000,99,98,5.5,1
26000000,1.492056,0,101,34,5.5,1
25000000,6.086083,41604473,86,112,5.5,1
17000000,19.045146,63102666,104,299,5.5,1
25000000,21.729434,59192128,101,444,5.5,1
25000000,14.340095,50671850,89,350,5.5,1
25000000,7.473455,10324441,110,144,5.5,1
0,2.083856,0,95,28,5.5,1
25000000,8.186936,4064495,98,138,5.5,1
25000000,14.613152,8784318,137,301,5.5,1
0,1.903405,0,88,24,5.5,1
17000000,7.701041,16980098,95,160,5.5,1
23000000,6.618149,16123851,141,73,5.5,1
2000000,16.668854,14400000,100,224,5.5,1
18000000,8.700565,70687344,136,139,5.5,1
0,2.636193,0,102,14,5.5,1
20000000,15.21229,22942221,88,208,5.5,1
20000000,6.377308,0,100,48,5.5,1
19000000,13.664614,40846082,93,209,5.5,1
17000000,9.832326,65535067,88,308,5.5,1
18000000,16.027955,88923251,94,322,5.5,1
0,7.668063,0,107,135,5.5,1
0,2.897449,0,120,19,5.5,1
17700000,15.976335,30987695,91,242,5.5,1
0,2.25453,0,112,34,5.5,1
15500000,6.630856,1237615,93,16,5.5,1
16000000,23.423082,66468332,89,431,5.5,1
0,11.689337,0,94,119,5.5,1
15000000,9.378688,17507368,84,104,5.5,1
0,7.712206,0,91,44,5.5,1
0,2.414721,0,100,31,5.5,1
0,15.474831,239606210,110,303,5.5,1
0,7.866961,0,92,124,5.5,1
14000000,7.487843,11417362,87,134,5.5,1
14000000,5.833687,5108820,90,68,5.5,1
13000000,1.750054,8026971,84,10,5.5,1
13000000,11.880899,16757163,106,135,5.5,1
12000000,8.083995,40855419,89,339,5.5,1
12000000,11.135734,56309766,98,281,5.5,1
11500000,4.75919,0,101,29,5.5,1
12000000,4.234269,4884663,100,57,5.5,1
10000000,6.015354,0,98,62,5.5,1
0,11.158906,0,100,203,5.5,1
10000000,11.592129,0,87,75,5.5,1
10000000,1.374409,0,74,2,5.5,1
0,0.753481,0,96,34,5.5,1
0,3.759988,0,154,46,5.5,1
10000000,3.412162,0,93,62,5.5,1
9000000,5.2545,0,103,29,5.5,1
8000000,3.535789,0,92,46,5.5,1
7500000,4.943588,0,104,63,5.5,1
8000000,12.654051,22168359,89,245,5.5,1
0,5.754416,0,84,103,5.5,1
6000000,5.696491,4398989,95,52,5.5,1
6000000,6.349218,32251,86,87,5.5,1
0,2.204138,0,91,12,5.5,1
5000000,8.452666,12232628,107,67,5.5,1
0,1.116206,0,90,9,5.5,1
5000000,8.496364,0,81,76,5.5,1
5000000,10.274542,10429707,98,121,5.5,1
0,6.988357,0,103,71,5.5,1
0,7.173059,0,91,57,5.5,1
4000000,4.59841,4630045,84,69,5.5,1
0,8.516229,0,103,58,5.5,1
0,0.424957,0,80,6,5.5,1
0,5.563068,0,94,143,5.5,1
100000,7.447714,95000,86,92,5.5,1
1700000,13.315383,8844595,93,215,5.5,1
0,0.023436,0,93,12,5.5,1
1700000,2.079125,1943649,98,39,5.5,1
1500000,15.017068,3566225,104,342,5.5,1
1000000,41.972329,62882090,82,1047,5.5,1
1000000,1.444258,9000000,89,21,5.5,1
0,9.055447,0,82,11,5.5,1
0,0.023681,0,87,3,5.5,1
950000,8.976128,0,100,155,5.5,1
0,0.631571,0,84,7,5.5,1
0,0.099902,0,106,2,5.5,1
0,0.087574,0,108,1,5.5,1
500000,1.428483,0,80,22,5.5,1
300000,0.055868,2074000,101,3,5.5,1
0,0.375423,0,92,2,5.5,1
0,0.46049,0,93,4,5.5,1
0,0.172299,0,108,2,5.5,1
0,0.472123,0,92,2,5.5,1
150000,8.570328,2891288,78,19,5.5,1
0,0.465404,0,93,2,5.5,1
100,0.394575,0,77,2,5.5,1
0,0.039264,0,78,2,5.5,1
200000000,45.274225,769653595,158,4903,5.6,1
175000000,32.852443,302469017,118,1962,5.6,1
155000000,39.019229,167298192,175,927,5.6,1
140000000,101.599427,268031828,150,1921,5.6,1
125000000,46.115758,362637473,139,2350,5.6,1
125000000,47.686442,232713139,106,2233,5.6,1
100000000,51.188633,362211740,119,1243,5.6,1
100000000,24.507987,242295562,115,543,5.6,1
100000000,76.842247,243400000,99,1680,5.6,1
0,16.460356,104907746,85,578,5.6,1
92000000,40.20395,264105545,98,1232,5.6,1
88000000,140.849495,243637091,105,2513,5.6,1
95000000,28.200874,190213455,112,634,5.6,1
75000000,36.605246,132274484,110,924,5.6,1
0,25.450534,0,93,550,5.6,1
70000000,18.264635,164000000,98,332,5.6,1
88000000,40.138009,105316267,118,818,5.6,1
80000000,16.715631,68514844,90,297,5.6,1
65000000,6.227675,240159255,95,1600,5.6,1
0,31.719463,253625427,100,648,5.6,1
150000000,47.973995,314432665,81,944,5.6,1
60000000,18.106021,164433867,92,506,5.6,1
60000000,22.991269,73648228,105,604,5.6,1
60000000,28.848842,170268750,101,644,5.6,1
60000000,13.080725,104324083,100,210,5.6,1
70000000,23.661071,104945765,91,556,5.6,1
55000000,19.738215,154906693,105,485,5.6,1
52000000,26.251217,204999686,106,832,5.6,1
50000000,94.815867,709827462,130,2436,5.6,1
50000000,18.121404,171269535,96,644,5.6,1
50000000,65.90161,212902372,125,1652,5.6,1
45000000,18.186026,82800000,105,267,5.6,1
50000000,21.637234,42277365,97,373,5.6,1
50000000,27.631262,40828540,95,760,5.6,1
60000000,40.721373,60052138,124,984,5.6,1
48000000,19.348007,90383208,93,512,5.6,1
43000000,10.411996,154749918,101,406,5.6,1
45000000,8.99269,56070433,95,176,5.6,1
40000000,24.821138,34227298,109,685,5.6,1
42000000,45.151657,89162162,100,922,5.6,1
41000000,9.419726,7448385,100,248,5.6,1
40000000,7.832337,30199105,117,135,5.6,1
60000000,15.219263,13395939,103,248,5.6,1
53000000,6.454634,29700000,102,88,5.6,1
38000000,57.889964,109906372,112,1945,5.6,1
37000000,14.353279,100076342,96,330,5.6,1
35000000,34.005726,173965010,111,1645,5.6,1
35000000,50.179171,108758521,91,1462,5.6,1
35000000,38.429648,88058786,134,896,5.6,1
8900000,15.079993,4100000,93,318,5.6,1
35000000,19.893646,82087155,106,961,5.6,1
20500000,17.112498,10089373,102,294,5.6,1
30000000,24.389194,173959438,98,506,5.6,1
32000000,14.642055,80197993,92,359,5.6,1
35000000,10.032626,31755742,113,143,5.6,1
28000000,6.201404,30016165,90,104,5.6,1
30000000,19.578249,70200000,107,376,5.6,1
25000000,11.42943,51842679,104,159,5.6,1
19000000,66.242737,140752617,83,2238,5.6,1
28000000,25.039383,40547440,83,531,5.6,1
24000000,6.009644,23321954,145,61,5.6,1
27000000,5.576937,0,116,65,5.6,1
25000000,12.739721,80936232,83,231,5.6,1
0,8.255708,0,84,61,5.6,1
25000000,25.838073,70442940,97,529,5.6,1
8000000,13.715715,0,91,265,5.6,1
0,11.60921,0,104,194,5.6,1
0,15.805449,0,88,151,5.6,1
23000000,26.257951,33372606,93,505,5.6,1
22000000,23.218144,110627965,114,354,5.6,1
17000000,15.013386,73244881,111,546,5.6,1
20000000,19.819893,135680000,72,269,5.6,1
20000000,7.878177,0,113,130,5.6,1
20000000,8.244324,17807569,100,111,5.6,1
20000000,29.371987,12639297,115,797,5.6,1
20000000,9.927018,0,106,105,5.6,1
19000000,0.068228,2119994,93,5,5.6,1
18000000,6.501815,65070412,106,74,5.6,1
0,10.529143,24007324,86,225,5.6,1
18000000,13.472365,36133014,109,180,5.6,1
0,3.455018,0,105,56,5.6,1
18000000,8.266124,0,114,20,5.6,1
17000000,27.654472,125586134,100,687,5.6,1
0,9.054803,0,99,54,5.6,1
17000000,5.787891,20455276,95,101,5.6,1
17000000,1.15641,2000000,102,19,5.6,1
15000000,9.125594,52970014,88,197,5.6,1
15000000,5.164281,46905889,111,72,5.6,1
15,5.112809,0,95,26,5.6,1
15000000,13.832376,8762890,102,156,5.6,1
0,2.500218,0,141,31,5.6,1
7000000,49.808505,0,110,670,5.6,1
14000000,12.159009,72527595,99,290,5.6,1
0,7.708227,0,96,49,5.6,1
13200000,24.656068,53830415,83,181,5.6,1
0,2.996284,0,120,17,5.6,1
25000000,15.26213,79817939,94,304,5.6,1
12000000,16.183746,22939027,94,364,5.6,1
0,7.377587,0,101,142,5.6,1
0,3.122152,0,111,35,5.6,1
0,6.340135,0,102,112,5.6,1
10000000,14.447723,91196419,101,261,5.6,1
10000000,4.207456,20342161,84,72,5.6,1
0,5.856363,0,76,62,5.6,1
5000000,6.265659,1296184,106,86,5.6,1
0,6.814247,0,99,80,5.6,1
0,2.351706,0,105,10,5.6,1
9000000,6.677926,0,96,61,5.6,1
8500000,11.436405,22456509,96,85,5.6,1
0,11.708343,0,101,175,5.6,1
0,4.293706,0,89,23,5.6,1
8000000,9.782433,0,95,144,5.6,1
0,2.597665,0,105,33,5.6,1
10200000,20.745052,35619521,93,453,5.6,1
0,9.983004,0,92,244,5.6,1
7000000,2.627232,7292175,96,30,5.6,1
6900000,25.613197,44287131,101,555,5.6,1
6500000,60.225219,255273813,99,1517,5.6,1
12000000,10.19041,66351,95,224,5.6,1
4361898,2.080741,3031801,92,28,5.6,1
8000000,3.653305,0,96,28,5.6,1
6000000,2.388683,0,97,45,5.6,1
4800000,35.754865,10337387,90,862,5.6,1
4700000,0.217538,0,92,6,5.6,1
3500000,6.396936,0,91,90,5.6,1
0,3.750338,0,99,67,5.6,1
0,5.759493,0,108,88,5.6,1
2300000,2.713171,0,97,19,5.6,1
2000000,6.728882,2801508,97,92,5.6,1
0,1.196943,0,96,13,5.6,1
0,2.952932,0,97,13,5.6,1
14000000,3.419685,0,97,37,5.6,1
0,1.294967,222000,160,10,5.6,1
1800000,14.838986,67738090,87,328,5.6,1
0,3.363321,0,109,9,5.6,1
